name,album,track_number,id,uri,Short Form
Red - Original Demo Recording,Red (Deluxe Edition),21,2OghnlGqZZsFzHjG0CSE9l,spotify:track:2OghnlGqZZsFzHjG0CSE9l,RODR
State Of Grace - Acoustic,Red (Deluxe Edition),22,5mfDBWY7ncZFm7ykmFTG4i,spotify:track:5mfDBWY7ncZFm7ykmFTG4i,SOGA
State Of Grace,Red,1,786NsUYn4GGUf8AOt0SQhP,spotify:track:786NsUYn4GGUf8AOt0SQhP,SOG
Red,Red,2,0cITLOYn1Sv4q27zZPqlNK,spotify:track:0cITLOYn1Sv4q27zZPqlNK,R
Treacherous,Red,3,5kYFVSQoPu7yRpfiHBwMUk,spotify:track:5kYFVSQoPu7yRpfiHBwMUk,T
I Knew You Were Trouble.,Red,4,72jCZdH0Lhg93z6Z4hBjgj,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,KYWT
All Too Well,Red,5,4XMP3zVxrnr58T0tjIHvpR,spotify:track:4XMP3zVxrnr58T0tjIHvpR,ATW
22,Red,6,2ULNeSomDxVNmdDy8VxEBU,spotify:track:2ULNeSomDxVNmdDy8VxEBU,2
I Almost Do,Red,7,5VwFkx7JOimOGTYfha5rs1,spotify:track:5VwFkx7JOimOGTYfha5rs1,AD
We Are Never Ever Getting Back Together,Red,8,7AEAGTc8cReDqcbPoY9gwo,spotify:track:7AEAGTc8cReDqcbPoY9gwo,WANEGBT
Stay Stay Stay,Red,9,1qLeEu4iXEclkLwoBlMiou,spotify:track:1qLeEu4iXEclkLwoBlMiou,SSS
The Last Time,Red,10,3n9mzjgAzjyKawvbHzciXF,spotify:track:3n9mzjgAzjyKawvbHzciXF,TLT
Holy Ground,Red,11,1fGsZsIkQkOspfsT24nQP6,spotify:track:1fGsZsIkQkOspfsT24nQP6,HG
Sad Beautiful Tragic,Red,12,6LKjHhOW1az75pCQ9XJJtF,spotify:track:6LKjHhOW1az75pCQ9XJJtF,SBT
The Lucky One,Red,13,2X2J0BhxaLTmnxO4pPUhSd,spotify:track:2X2J0BhxaLTmnxO4pPUhSd,TLO
Everything Has Changed,Red,14,4NAmRvqSITAAzKWnC8yRq3,spotify:track:4NAmRvqSITAAzKWnC8yRq3,EHC
Starlight,Red,15,7MecVsMj22MneZt7kVFaCr,spotify:track:7MecVsMj22MneZt7kVFaCr,S
Begin Again,Red,16,0L4YCNRfXAoTvdpWeH2RGj,spotify:track:0L4YCNRfXAoTvdpWeH2RGj,BA
Sparks Fly - Live/2011,Speak Now World Tour Live,1,1aBJNc2thaKyh5THWzIqHX,spotify:track:1aBJNc2thaKyh5THWzIqHX,SFL2
Mine - Live/2011,Speak Now World Tour Live,2,7yndkPYP6YQQLBpPsizDfh,spotify:track:7yndkPYP6YQQLBpPsizDfh,ML2
The Story Of Us - Live,Speak Now World Tour Live,3,72GIZuUXo14oyrS0si3Rgc,spotify:track:72GIZuUXo14oyrS0si3Rgc,TSOUL
Mean - Live/2011,Speak Now World Tour Live,4,7mFiEij8AXPUZB7aKLbUlQ,spotify:track:7mFiEij8AXPUZB7aKLbUlQ,ML2
Ours - Live/2011,Speak Now World Tour Live,5,68QyrSzpnoU04AAhE5z8lj,spotify:track:68QyrSzpnoU04AAhE5z8lj,OL2
Back To December/Apologize/You're Not Sorry - Live/2011/Medley,Speak Now World Tour Live,6,1IsquhJFJ0qcFZI7FeAEuN,spotify:track:1IsquhJFJ0qcFZI7FeAEuN,BTDAYNSL2M
Better Than Revenge - Live/2011,Speak Now World Tour Live,7,6505MLhnqTDDg4tjoUz2Wp,spotify:track:6505MLhnqTDDg4tjoUz2Wp,BTRL2
Speak Now - Live/2011,Speak Now World Tour Live,8,3QFB14MOUf3imlyISNmrbT,spotify:track:3QFB14MOUf3imlyISNmrbT,SNL2
Last Kiss - Live/2011,Speak Now World Tour Live,9,6hH37tyeRdyan1mAppmVor,spotify:track:6hH37tyeRdyan1mAppmVor,LKL2
Drops Of Jupiter - Live/2011,Speak Now World Tour Live,10,0BSmbCIY36iw04azzJ3S0S,spotify:track:0BSmbCIY36iw04azzJ3S0S,DOJL2
Bette Davis Eyes - Live/2011,Speak Now World Tour Live,11,6KF9xd2hBLuexrmBX4vUWD,spotify:track:6KF9xd2hBLuexrmBX4vUWD,BDEL2
I Want You Back - Live/2011,Speak Now World Tour Live,12,4KB3zBArZ1rHRExilzycaV,spotify:track:4KB3zBArZ1rHRExilzycaV,WYBL2
Dear John - Live/2011,Speak Now World Tour Live,13,4DbI1rr4IQ2bc8nejy9ttd,spotify:track:4DbI1rr4IQ2bc8nejy9ttd,DJL2
Enchanted - Live/2011,Speak Now World Tour Live,14,3lm4L3pPL32PFy74dR17OR,spotify:track:3lm4L3pPL32PFy74dR17OR,EL2
Haunted - Live/2011,Speak Now World Tour Live,15,6znB7YZhMJT2B83zfbiyLq,spotify:track:6znB7YZhMJT2B83zfbiyLq,HL2
Long Live - Live/2011,Speak Now World Tour Live,16,5QkzyLUb4ggojNDp8G2OxX,spotify:track:5QkzyLUb4ggojNDp8G2OxX,LLL2
Mine - POP Mix,Speak Now,1,0GxW5K0qzrq7L1jwSY5OmY,spotify:track:0GxW5K0qzrq7L1jwSY5OmY,MPM
Sparks Fly,Speak Now,2,46NGAvL695VnbcSeTmQWmM,spotify:track:46NGAvL695VnbcSeTmQWmM,SF
Back To December,Speak Now,3,5l6GqSxplqnZbLg0LTPQeG,spotify:track:5l6GqSxplqnZbLg0LTPQeG,BTD
Speak Now,Speak Now,4,7dXKdjpOaH2iwfFKmUj7aq,spotify:track:7dXKdjpOaH2iwfFKmUj7aq,SN
Dear John,Speak Now,5,3K2es3gElMRJ3qvmPW442g,spotify:track:3K2es3gElMRJ3qvmPW442g,DJ
Mean,Speak Now,6,0KztjtD3ytzgYjUKIVfBnW,spotify:track:0KztjtD3ytzgYjUKIVfBnW,M
The Story Of Us,Speak Now,7,3lXekiVK1ZPZbKconsys73,spotify:track:3lXekiVK1ZPZbKconsys73,TSOU
Never Grow Up,Speak Now,8,3JilapcaOXzjR9gtvCY8FO,spotify:track:3JilapcaOXzjR9gtvCY8FO,NGU
Enchanted,Speak Now,9,04S1pkp1VaIqjg8zZqknR5,spotify:track:04S1pkp1VaIqjg8zZqknR5,E
Better Than Revenge,Speak Now,10,0PWgAyoxsjwGRuFSO0fyya,spotify:track:0PWgAyoxsjwGRuFSO0fyya,BTR
Innocent,Speak Now,11,0mTgFzkDgSAF3nJY25XCXG,spotify:track:0mTgFzkDgSAF3nJY25XCXG,I
Haunted,Speak Now,12,2YjKcFQ1vYFhQPgsmCOjss,spotify:track:2YjKcFQ1vYFhQPgsmCOjss,H
Last Kiss,Speak Now,13,4EUQXLipplO2v9mVaqQtjc,spotify:track:4EUQXLipplO2v9mVaqQtjc,LK
Long Live,Speak Now,14,4ewAfHYpDTzpW1GKO44CVP,spotify:track:4ewAfHYpDTzpW1GKO44CVP,LL
Mine - POP Mix,Speak Now (Deluxe Package),1,0OAHsZ8vrS2NKom3cvfJQD,spotify:track:0OAHsZ8vrS2NKom3cvfJQD,MPM
Sparks Fly,Speak Now (Deluxe Package),2,09cM9BjyNFizKUOXh6j9rT,spotify:track:09cM9BjyNFizKUOXh6j9rT,SF
Back To December,Speak Now (Deluxe Package),3,0tr6XR58KBdDYd8qvHVTs8,spotify:track:0tr6XR58KBdDYd8qvHVTs8,BTD
Speak Now,Speak Now (Deluxe Package),4,2PBghI9zJkQEWBzMSMo2Ki,spotify:track:2PBghI9zJkQEWBzMSMo2Ki,SN
Dear John,Speak Now (Deluxe Package),5,1GeLxMgpeCnMJntwyW6rLw,spotify:track:1GeLxMgpeCnMJntwyW6rLw,DJ
Mean,Speak Now (Deluxe Package),6,6yM6QsnTCTVOkKEvg3hGlo,spotify:track:6yM6QsnTCTVOkKEvg3hGlo,M
The Story Of Us,Speak Now (Deluxe Package),7,7vBlnGdfOLzVEqiOQQxeU8,spotify:track:7vBlnGdfOLzVEqiOQQxeU8,TSOU
Never Grow Up,Speak Now (Deluxe Package),8,57w0Uyk2jJAkO2hMJ36xJZ,spotify:track:57w0Uyk2jJAkO2hMJ36xJZ,NGU
Enchanted,Speak Now (Deluxe Package),9,3sqrvkNC6IPTIXvvbx9Arw,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,E
Better Than Revenge,Speak Now (Deluxe Package),10,55mh9j2aB7xZ1Oh463gK8k,spotify:track:55mh9j2aB7xZ1Oh463gK8k,BTR
Innocent,Speak Now (Deluxe Package),11,4LraIz87diVQdDK0rhi0S4,spotify:track:4LraIz87diVQdDK0rhi0S4,I
Haunted,Speak Now (Deluxe Package),12,72idZxdEHLbi2YI486c3sE,spotify:track:72idZxdEHLbi2YI486c3sE,H
Last Kiss,Speak Now (Deluxe Package),13,1VCJ7vk3Y2DoJIAEOXe3V8,spotify:track:1VCJ7vk3Y2DoJIAEOXe3V8,LK
Long Live,Speak Now (Deluxe Package),14,7BFc7ffruhZ4Hecnqf5xju,spotify:track:7BFc7ffruhZ4Hecnqf5xju,LL
Ours,Speak Now (Deluxe Package),15,0hK93KD6Y0j9giUGh4Valj,spotify:track:0hK93KD6Y0j9giUGh4Valj,O
If This Was A Movie,Speak Now (Deluxe Package),16,5tSmAABuoOfR59lrtXdDqm,spotify:track:5tSmAABuoOfR59lrtXdDqm,ITWM
Superman,Speak Now (Deluxe Package),17,6aJ0ipi4EPmu1aTbFeXZnw,spotify:track:6aJ0ipi4EPmu1aTbFeXZnw,S
Back To December - Acoustic,Speak Now (Deluxe Package),18,7k7BOXE4u6luKTwcLEAyrd,spotify:track:7k7BOXE4u6luKTwcLEAyrd,BTDA
Haunted - Acoustic Version,Speak Now (Deluxe Package),19,6SdBf0ZsJZoKaH5zcDaz9X,spotify:track:6SdBf0ZsJZoKaH5zcDaz9X,HAV
Mine,Speak Now (Deluxe Package),20,67Io3gxHwfbUreBf114c0u,spotify:track:67Io3gxHwfbUreBf114c0u,M
Back To December,Speak Now (Deluxe Package),21,5aNkiOMxQXkpoEY5bTYoCh,spotify:track:5aNkiOMxQXkpoEY5bTYoCh,BTD
The Story Of Us,Speak Now (Deluxe Package),22,2jt90bYlYDg1lXYWES34LJ,spotify:track:2jt90bYlYDg1lXYWES34LJ,TSOU
Jump Then Fall,Fearless (Platinum Edition),1,6WWvcA62QlnRguluWAk6bv,spotify:track:6WWvcA62QlnRguluWAk6bv,JTF
Untouchable,Fearless (Platinum Edition),2,6ovFJkdau79DuXEvQjPaNH,spotify:track:6ovFJkdau79DuXEvQjPaNH,U
Forever & Always - Piano Version,Fearless (Platinum Edition),3,13MAWVUSkbGMUi6I7RowRK,spotify:track:13MAWVUSkbGMUi6I7RowRK,FAPV
Come In With The Rain,Fearless (Platinum Edition),4,0cEG04R5cldkTLzK6phlcn,spotify:track:0cEG04R5cldkTLzK6phlcn,CIWTR
SuperStar,Fearless (Platinum Edition),5,0XfTh16YcKPzdxMPTeKTAq,spotify:track:0XfTh16YcKPzdxMPTeKTAq,S
The Other Side Of The Door,Fearless (Platinum Edition),6,1yDJcXc549N6AabNBzFAku,spotify:track:1yDJcXc549N6AabNBzFAku,TOSOTD
Fearless,Fearless (Platinum Edition),7,2okho7vU7Nsq1UZD0kgIMi,spotify:track:2okho7vU7Nsq1UZD0kgIMi,F
Fifteen,Fearless (Platinum Edition),8,5Ora3Ish2A1JN5veGYTxhw,spotify:track:5Ora3Ish2A1JN5veGYTxhw,F
Love Story,Fearless (Platinum Edition),9,5hnJCRSo4pxRsaEwT9YusG,spotify:track:5hnJCRSo4pxRsaEwT9YusG,LS
Hey Stephen,Fearless (Platinum Edition),10,3CI1f4yLwdHzcUnH7o0Xyh,spotify:track:3CI1f4yLwdHzcUnH7o0Xyh,HS
White Horse,Fearless (Platinum Edition),11,5yKB8qcTSflDercM2PXwot,spotify:track:5yKB8qcTSflDercM2PXwot,WH
You Belong With Me,Fearless (Platinum Edition),12,4kgTdThcDHfuDS2kKxB7Lc,spotify:track:4kgTdThcDHfuDS2kKxB7Lc,YBWM
Breathe,Fearless (Platinum Edition),13,23qIWGhpwvDgC23TyZOUck,spotify:track:23qIWGhpwvDgC23TyZOUck,B
Tell Me Why,Fearless (Platinum Edition),14,4x7Gxk2GfwZJcqpoVT1PbR,spotify:track:4x7Gxk2GfwZJcqpoVT1PbR,TMW
You're Not Sorry,Fearless (Platinum Edition),15,3JhvYnOfKLJuWC7jEU0GmJ,spotify:track:3JhvYnOfKLJuWC7jEU0GmJ,YNS
The Way I Loved You,Fearless (Platinum Edition),16,4pEZUytwBzha5Un6m3SCFf,spotify:track:4pEZUytwBzha5Un6m3SCFf,TWLY
Forever & Always,Fearless (Platinum Edition),17,3NKCWBT2uKp8rxSkcvIrdX,spotify:track:3NKCWBT2uKp8rxSkcvIrdX,FA
The Best Day,Fearless (Platinum Edition),18,7CjuAoOiSrwWv7wJonAUmw,spotify:track:7CjuAoOiSrwWv7wJonAUmw,TBD
Change,Fearless (Platinum Edition),19,3gFaNwyiafgUoQhR0pHYA9,spotify:track:3gFaNwyiafgUoQhR0pHYA9,C
Fearless,Fearless (International Version),1,6zV8AVM9eVfdG7Qahwd64R,spotify:track:6zV8AVM9eVfdG7Qahwd64R,F
Fifteen,Fearless (International Version),2,4yf9OivCH2lmQWN8mzpCC6,spotify:track:4yf9OivCH2lmQWN8mzpCC6,F
Love Story,Fearless (International Version),3,5xPsybHWRHbTYO44xnREY5,spotify:track:5xPsybHWRHbTYO44xnREY5,LS
Hey Stephen,Fearless (International Version),4,4fWDgRZa0GKE5KZNhE9MQa,spotify:track:4fWDgRZa0GKE5KZNhE9MQa,HS
White Horse,Fearless (International Version),5,1yFjBRQVhRdcdnrTE5LuyD,spotify:track:1yFjBRQVhRdcdnrTE5LuyD,WH
You Belong With Me,Fearless (International Version),6,7G6TDmGJXDoBaV6NGj3Yic,spotify:track:7G6TDmGJXDoBaV6NGj3Yic,YBWM
Breathe,Fearless (International Version),7,0qsSmObOgBZfuMIwfAQDBP,spotify:track:0qsSmObOgBZfuMIwfAQDBP,B
Tell Me Why,Fearless (International Version),8,6vLpy7UPYuOa75Bkqocrcw,spotify:track:6vLpy7UPYuOa75Bkqocrcw,TMW
You're Not Sorry,Fearless (International Version),9,4N419mmxYybTfAECy5j4dw,spotify:track:4N419mmxYybTfAECy5j4dw,YNS
The Way I Loved You,Fearless (International Version),10,04LDcz3RX1P5sIlzQGqgUN,spotify:track:04LDcz3RX1P5sIlzQGqgUN,TWLY
Forever & Always,Fearless (International Version),11,3yuOL0jFnVR8tizZzNNo0F,spotify:track:3yuOL0jFnVR8tizZzNNo0F,FA
The Best Day,Fearless (International Version),12,7G9D32Kx7hdQ9Uga1V4VXm,spotify:track:7G9D32Kx7hdQ9Uga1V4VXm,TBD
Change,Fearless (International Version),13,493jXNrYmXPCMbSJvVRYLk,spotify:track:493jXNrYmXPCMbSJvVRYLk,C
Our Song - International Mix,Fearless (International Version),14,5Ct2PYPUSogyWvbV40k9Bf,spotify:track:5Ct2PYPUSogyWvbV40k9Bf,OSIM
Teardrops On My Guitar - International Mix,Fearless (International Version),15,2RM02ladxD5mgdrlAwh3h9,spotify:track:2RM02ladxD5mgdrlAwh3h9,TOMGIM
Should've Said No - International Mix,Fearless (International Version),16,2gwvtlwlKhvkfjz7Fcb6Yk,spotify:track:2gwvtlwlKhvkfjz7Fcb6Yk,SSNIM
Love Story - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,1,4RBKAqJ3qyvvriDG0s9IJ3,spotify:track:4RBKAqJ3qyvvriDG0s9IJ3,LSLFCCS2
Fearless - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2,5g7RMU3cV7zXWH244BLe7G,spotify:track:5g7RMU3cV7zXWH244BLe7G,FLFCCS2
Beautiful Eyes - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,3,4aBW31cmkA7BLColUsMEeZ,spotify:track:4aBW31cmkA7BLColUsMEeZ,BELFCCS2
Untouchable - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,4,4MbHDiHQjhmoVAV75G04Ql,spotify:track:4MbHDiHQjhmoVAV75G04Ql,ULFCCS2
Teardrops On My Guitar - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,5,4DjevQhsPWULcondN4mRh5,spotify:track:4DjevQhsPWULcondN4mRh5,TOMGLFCCS2
Picture To Burn - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,6,7EvU9pRoJ9Xs7anx0P7tEc,spotify:track:7EvU9pRoJ9Xs7anx0P7tEc,PTBLFCCS2
Should've Said No - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,7,5a9hUL6ZuiagZhazwrtwHF,spotify:track:5a9hUL6ZuiagZhazwrtwHF,SSNLFCCS2
Change - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,8,69o9kr9UexjzeZDE8yD8dQ,spotify:track:69o9kr9UexjzeZDE8yD8dQ,CLFCCS2
Tim McGraw,Taylor Swift (Deluxe Edition),1,2Fn01AIMyHbha2ceNQeOqw,spotify:track:2Fn01AIMyHbha2ceNQeOqw,TM
Picture To Burn,Taylor Swift (Deluxe Edition),2,4BYejINgfZF0qKDMEH2cim,spotify:track:4BYejINgfZF0qKDMEH2cim,PTB
Teardrops On My Guitar - Radio Single Remix,Taylor Swift (Deluxe Edition),3,2TF4UtYreqNbQ6Z9AccldU,spotify:track:2TF4UtYreqNbQ6Z9AccldU,TOMGRSR
A Place in this World,Taylor Swift (Deluxe Edition),4,1oR4MUBpyNrAViC8wPNpfm,spotify:track:1oR4MUBpyNrAViC8wPNpfm,PITW
Cold As You,Taylor Swift (Deluxe Edition),5,569sXXQ7t0jSdqHooi2yqs,spotify:track:569sXXQ7t0jSdqHooi2yqs,CAY
The Outside,Taylor Swift (Deluxe Edition),6,5Tj2MqcFMf60CaGsKbM1aq,spotify:track:5Tj2MqcFMf60CaGsKbM1aq,TO
Tied Together with a Smile,Taylor Swift (Deluxe Edition),7,2zzxwmoOBnXDT0KnJsoIWk,spotify:track:2zzxwmoOBnXDT0KnJsoIWk,TTWS
Stay Beautiful,Taylor Swift (Deluxe Edition),8,41sjzdjScVwnxnxADElts6,spotify:track:41sjzdjScVwnxnxADElts6,SB
Should've Said No,Taylor Swift (Deluxe Edition),9,6CdaXOq1MWe2JHDalTG01d,spotify:track:6CdaXOq1MWe2JHDalTG01d,SSN
Mary's Song (Oh My My My),Taylor Swift (Deluxe Edition),10,2O8sogKJCfVZ4rotBv1vVF,spotify:track:2O8sogKJCfVZ4rotBv1vVF,MS(OMMM)
Our Song,Taylor Swift (Deluxe Edition),11,1j6gmK6u4WNI33lMZ8dC1s,spotify:track:1j6gmK6u4WNI33lMZ8dC1s,OS
I'm Only Me When I'm With You,Taylor Swift (Deluxe Edition),12,7CzxXgQXurKZCyHz9ufbo1,spotify:track:7CzxXgQXurKZCyHz9ufbo1,IOMWIWY
Invisible,Taylor Swift (Deluxe Edition),13,1k3PzDNjg38cWqOvL4M9vq,spotify:track:1k3PzDNjg38cWqOvL4M9vq,I
A Perfectly Good Heart,Taylor Swift (Deluxe Edition),14,0YgHuReCSPwTXYny7isLja,spotify:track:0YgHuReCSPwTXYny7isLja,PGH
Teardrops on My Guitar - Pop Version,Taylor Swift (Deluxe Edition),15,1hxLyjC9D9Jpw6EAPKqWv4,spotify:track:1hxLyjC9D9Jpw6EAPKqWv4,TOMGPV
